V1	V2	V3	V4	V5	V6	V7
8,95004040170588	4,47686185314284	8,37873117085701	6,61281065322971	5,29822118433783	498,315885804127	0,666799936159068
9,753236672282	5,36240727196685	9,09882182176283	7,09281728160739	5,15622092705533	500,861105488585	1,21851634456353
10,971724015017	4,80919255245465	9,06601645503009	6,97559691899663	6,62672772168999	500,645763505086	1,59262441899501
8,69271489571388	6,40859595136797	7,59520196805323	7,24518337816981	6,09470803087252	500,665807919823	2,38385089396846
11,0237006744831	5,77852331684827	9,11339122071292	6,62173726420764	6,17510071811448	500,374351219185	0,651962610031944
11,4992054794239	6,54715993328011	8,76123263645952	5,80685748126304	5,27723850065905	499,189907844386	1,01597464949423
9,59059498883812	6,06593592054568	9,53593624181003	7,87085827760173	6,55916299613741	500,318062499779	1,55277362027938
11,2738941404543	3,79758117798846	8,78921370462453	6,80053890401908	6,10556426185146	499,9509594603	-0,378183559080973
10,0045858013765	3,88119427100455	8,0610390881936	8,295686398401	7,06805656043354	500,303724422888	0,173367179616469
9,14020260749054	3,65464240123766	7,64712561918434	6,75292608121906	5,33263843527963	500,90452176684	1,21296196116424
10,243868360333	6,23201231545068	10,5942591451119	9,47344241559259	6,91771898454157	500,587907491199	0,886695284322086
10,0120772166385	5,18082103222923	8,60985009585058	5,74557035282225	5,42572556690605	498,755484070416	3,59342439031222
10,2664057586095	5,33746328862759	10,2733919233431	7,46231669083577	6,32320215838939	500,769649801914	1,03706596739116
10,7623478039063	6,08594122749081	9,11433734334339	7,45237856622271	6,17826088444604	499,478610942662	0,296645580399329
9,79184786387891	4,92968691244365	8,9628512007	6,66792036071354	5,30536392395761	501,042694241544	0,90807469726158
11,2699423030296	5,44503236171031	10,5116890100968	7,78267552160796	6,60085527236318	499,648777422344	0,455494293711008
9,40247665997355	4,73732580275891	8,19403373656961	5,40156986318663	5,38204087983471	500,236897103446	0,373073155825516
11,0457263328804	4,6737983260399	10,129609268293	6,18249438400297	5,27853497730952	498,437325202053	-0,0266774560912915
9,62979636821595	4,76028867579952	6,52607027652363	6,06965930608581	5,54840851760539	498,180693845128	-0,0899063248430498
9,5854071513243	5,78196000893199	8,97095728764077	8,87127608814458	7,95416893229778	501,630339061833	2,23596952579132
9,27910174037449	3,18442162918704	7,52376646923328	5,99863909993397	6,21119051260798	499,614305948686	1,11347236881038
9,97464951461646	4,84553967252787	8,72106451188058	7,13007585536432	6,07372926363539	499,475241915568	3,00003600839993
10,8482511447047	4,60101639279012	9,28734024285414	7,49549836674735	6,28660325323722	499,617075753851	1,66398939858448
9,02265936331195	4,96043136528617	9,48723518897112	5,80177075530565	4,36711262598769	498,409442564932	2,82501995316197
10,0498623932044	4,40380184688521	9,2482547592194	6,54462889953574	4,71560710597672	499,93277183033	1,44965158571469
10,3417303576522	4,87895899375711	8,05216307771176	5,80292870176565	4,61630318083055	498,034968728475	2,71402994864092
11,6074002583283	5,0316898913764	9,85939084858534	7,06355517788371	4,93535209380767	500,412574918216	2,3859987325224
